id,pert,gene,label
Cdc123_Chchd10,Cdc123,Chchd10,up
Rps19_Cd36,Rps19,Cd36,up
Nol10_Blvrb,Nol10,Blvrb,down
Ticam2_Gpr84,Ticam2,Gpr84,none
Ndc80_H2-Q7,Ndc80,H2-Q7,none
Urm1_Eif2s3y,Urm1,Eif2s3y,none
Ylpm1_Il1rn,Ylpm1,Il1rn,down
Pten_Serpinb6b,Pten,Serpinb6b,up
Nkap_Serpinb6a,Nkap,Serpinb6a,up
Rrp1_Rapgef5,Rrp1,Rapgef5,none
Pafah1b1_Mir22hg,Pafah1b1,Mir22hg,none
Ctdnep1_Zfp512,Ctdnep1,Zfp512,none
Nol10_Ccl9,Nol10,Ccl9,none
Rrp1_Phlda3,Rrp1,Phlda3,up
Rpl4_Ifih1,Rpl4,Ifih1,up
Vps41_Xcr1,Vps41,Xcr1,none
Nop16_Serpinb6a,Nop16,Serpinb6a,none
Wdr1_Prdx5,Wdr1,Prdx5,none
Snrnp27_Kctd12,Snrnp27,Kctd12,none
Prpf6_Lipa,Prpf6,Lipa,none
Nob1_Il1a,Nob1,Il1a,down
Myd88_Ptafr,Myd88,Ptafr,up
Rpp21_Phgdh,Rpp21,Phgdh,up
Ss18_Apbb2,Ss18,Apbb2,up
Wdr1_Gusb,Wdr1,Gusb,none
Cop1_Cflar,Cop1,Cflar,none
Lamtor2_Ifih1,Lamtor2,Ifih1,none
Fbxo11_Actb,Fbxo11,Actb,none
Bap1_H2aj,Bap1,H2aj,none
Pten_Gdf15,Pten,Gdf15,none
Rrp1_Tubb6,Rrp1,Tubb6,none
Cog8_Cotl1,Cog8,Cotl1,down
Nfkbiz_S100a1,Nfkbiz,S100a1,none
Wdr3_Abca1,Wdr3,Abca1,up
Cnot2_Cdk18,Cnot2,Cdk18,none
Pten_Zfand4,Pten,Zfand4,none
Nrbf2_Gm56955,Nrbf2,Gm56955,none
Yrdc_Cop1,Yrdc,Cop1,none
Ptpn2_Cd300c2,Ptpn2,Cd300c2,none
Cct7_Ifit3,Cct7,Ifit3,up
Dda1_Lima1,Dda1,Lima1,down
Strap_Mmp14,Strap,Mmp14,none
Acin1_Nabp1,Acin1,Nabp1,up
Rps3_Cdk2ap2,Rps3,Cdk2ap2,none
Cct7_Tuba1c,Cct7,Tuba1c,up
Msto1_Bnip3,Msto1,Bnip3,down
Rps19_Taldo1,Rps19,Taldo1,down
Zfp710_Mbd4,Zfp710,Mbd4,none
Rpl4_Actb,Rpl4,Actb,down
Ctdspl2_Cst7,Ctdspl2,Cst7,down
Cog8_Cxcl2,Cog8,Cxcl2,up
Nrbf2_Prdx1,Nrbf2,Prdx1,up
Tbc1d10b_Tmem178,Tbc1d10b,Tmem178,up
Cct3_Ms4a6b,Cct3,Ms4a6b,down
Tbk1_Polr2g,Tbk1,Polr2g,down
Cbll1_S100a10,Cbll1,S100a10,down
Tlr4_Bcl2a1d,Tlr4,Bcl2a1d,down
Wnk1_Fcgr2b,Wnk1,Fcgr2b,none
Med25_Ly6a,Med25,Ly6a,none
Myd88_Ctsl,Myd88,Ctsl,none
Dad1_Jup,Dad1,Jup,none
Gosr2_Rab32,Gosr2,Rab32,none
Ticam2_Neat1,Ticam2,Neat1,none
Uxt_Gls,Uxt,Gls,up
Hsp90ab1_Trem2,Hsp90ab1,Trem2,none
Nckap1l_Cotl1,Nckap1l,Cotl1,down
Cct3_Cdkn2d,Cct3,Cdkn2d,none
Il10rb_Cd81,Il10rb,Cd81,none
Cdc123_Vmp1,Cdc123,Vmp1,none
Orc4_Malt1,Orc4,Malt1,none
Vps18_Lgals3,Vps18,Lgals3,up
Pik3r4_Mmp9,Pik3r4,Mmp9,none
Prpf19_Cmpk2,Prpf19,Cmpk2,up
Mtor_Golm1,Mtor,Golm1,none
Spout1_Ccl2,Spout1,Ccl2,none
Spop_Car2,Spop,Car2,up
Prpf40a_H1f2,Prpf40a,H1f2,up
Nelfcd_Gbp5,Nelfcd,Gbp5,none
Ndc80_Slc20a2,Ndc80,Slc20a2,up
Nop16_Itgam,Nop16,Itgam,none
Sptlc1_Il15,Sptlc1,Il15,up
Hnrnpu_Sat1,Hnrnpu,Sat1,up
Gtf2a2_H4c9,Gtf2a2,H4c9,up
Pias1_Gbp3,Pias1,Gbp3,none
Ctdnep1_Il1rn,Ctdnep1,Il1rn,down
Dda1_Inpp5f,Dda1,Inpp5f,up
Nop16_Cd200r4,Nop16,Cd200r4,up
Atxn7l3_Picalm,Atxn7l3,Picalm,down
Cnot2_Mmp12,Cnot2,Mmp12,none
Rnf40_B430319H21Rik,Rnf40,B430319H21Rik,none
Pten_Ms4a6b,Pten,Ms4a6b,down
Srsf7_Calr,Srsf7,Calr,none
Stk11_Ctla2b,Stk11,Ctla2b,up
Smg5_Sos2,Smg5,Sos2,none
Gpn2_Slc3a2,Gpn2,Slc3a2,none
Dcaf13_1110038B12Rik,Dcaf13,1110038B12Rik,up
Tbc1d10b_Igf1,Tbc1d10b,Igf1,none
Trem2_Ccnd1,Trem2,Ccnd1,down
Ddost_Pdia3,Ddost,Pdia3,up
Ctdnep1_Slamf7,Ctdnep1,Slamf7,down
Plrg1_Lfng,Plrg1,Lfng,none
Dpy30_Ftl1,Dpy30,Ftl1,none
Nfyc_Arl6ip1,Nfyc,Arl6ip1,up
Cct2_Prune2,Cct2,Prune2,none
Urm1_Rasgef1b,Urm1,Rasgef1b,none
Trrap_Gm11613,Trrap,Gm11613,up
Smc3_Lipa,Smc3,Lipa,up
Psmd4_Pilra,Psmd4,Pilra,none
Stag2_Cpe,Stag2,Cpe,down
Dcaf7_Mtdh,Dcaf7,Mtdh,none
Rps3_Eif5,Rps3,Eif5,up
Ctdspl2_Aif1,Ctdspl2,Aif1,down
Mcm4_Prdx1,Mcm4,Prdx1,none
Tmem258_Hspa5,Tmem258,Hspa5,up
Junb_Polr2g,Junb,Polr2g,none
Ippk_Enpp4,Ippk,Enpp4,up
Dpm3_Serpina3g,Dpm3,Serpina3g,up
Trrap_Resf1,Trrap,Resf1,none
Spout1_Rap2a,Spout1,Rap2a,none
Snx13_Fap,Snx13,Fap,none
Srcap_Glrx,Srcap,Glrx,down
Rpl4_Pcdh7,Rpl4,Pcdh7,none
Atp6v1b2_Zfas1,Atp6v1b2,Zfas1,none
Ehmt2_Slc16a6,Ehmt2,Slc16a6,none
Ippk_Ahnak,Ippk,Ahnak,none
Ddx41_Lgals3,Ddx41,Lgals3,up
Taf5l_Pmp22,Taf5l,Pmp22,down
Gosr2_Asns,Gosr2,Asns,up
Syvn1_Zfp629,Syvn1,Zfp629,none
Ptpa_Lmna,Ptpa,Lmna,up
Bap1_Gm57450,Bap1,Gm57450,none
Med25_Vav3,Med25,Vav3,none
Jtb_Ran,Jtb,Ran,none
Uxt_Gm11613,Uxt,Gm11613,up
Mbtps2_Chchd10,Mbtps2,Chchd10,up
Pik3r4_Sqstm1,Pik3r4,Sqstm1,up
Rhoa_Cox6a2,Rhoa,Cox6a2,none
Nob1_Ccnd1,Nob1,Ccnd1,none
Dpy30_Lmna,Dpy30,Lmna,none
Dad1_Adgre5,Dad1,Adgre5,none
Chmp3_Fcgr2b,Chmp3,Fcgr2b,down
Lamtor2_Vat1,Lamtor2,Vat1,up
Srcap_Lrp1,Srcap,Lrp1,down
Mideas_Fcgr4,Mideas,Fcgr4,down
Wdr43_Ctsl,Wdr43,Ctsl,none
Mafb_Sqstm1,Mafb,Sqstm1,none
Rps5_Acod1,Rps5,Acod1,down
Tnfaip3_Lipa,Tnfaip3,Lipa,none
Trem2_Lgals3,Trem2,Lgals3,down
Mbtps2_Stmn1,Mbtps2,Stmn1,none
Ehmt2_Lztfl1,Ehmt2,Lztfl1,down
Ddx6_Cacna1d,Ddx6,Cacna1d,up
Gosr2_Gclm,Gosr2,Gclm,none
Ddx41_Sat1,Ddx41,Sat1,none
Ddx6_Fancm,Ddx6,Fancm,none
Ric1_Mir22hg,Ric1,Mir22hg,none
Sel1l_Dnajc3,Sel1l,Dnajc3,up
Tnpo3_St3gal5,Tnpo3,St3gal5,none
Med25_Mthfd2,Med25,Mthfd2,none
Wdr1_Nsun2,Wdr1,Nsun2,none
Pias1_Lipa,Pias1,Lipa,none
Wdr70_Ahnak,Wdr70,Ahnak,up
Rptor_Lgals1,Rptor,Lgals1,down
Klf6_Hspa5,Klf6,Hspa5,none
Cct7_Mmp9,Cct7,Mmp9,up
Gpn2_Neat1,Gpn2,Neat1,none
Xpo1_Klhl24,Xpo1,Klhl24,up
Derl2_Ecpas,Derl2,Ecpas,none
Scap_Lhfpl2,Scap,Lhfpl2,up
Ss18_Aif1,Ss18,Aif1,down
Pafah1b1_Aif1,Pafah1b1,Aif1,down
Ticam2_Oasl1,Ticam2,Oasl1,down
Ube4b_Sh3yl1,Ube4b,Sh3yl1,none
Snrnp70_H2-M2,Snrnp70,H2-M2,none
Tgif1_Cdkn2d,Tgif1,Cdkn2d,up
Cog3_Ahnak,Cog3,Ahnak,none
Mideas_Adam8,Mideas,Adam8,up
Urm1_Smpdl3a,Urm1,Smpdl3a,up
Mtor_Fcgr2b,Mtor,Fcgr2b,none
Snapc3_2310001H17Rik,Snapc3,2310001H17Rik,up
Dda1_Hif1a,Dda1,Hif1a,none
Dcaf13_C3,Dcaf13,C3,none
Ppp6c_Ccl2,Ppp6c,Ccl2,up
Dpm3_Calr,Dpm3,Calr,up
Tnpo3_Manf,Tnpo3,Manf,none
Gtf2a2_Ifit3,Gtf2a2,Ifit3,down
Orc4_Snhg1,Orc4,Snhg1,up
Dync1i2_Gpnmb,Dync1i2,Gpnmb,up
Rbm15_Creg1,Rbm15,Creg1,none
Tnfaip3_Arl5c,Tnfaip3,Arl5c,none
Hsp90b1_Hspa5,Hsp90b1,Hspa5,up
Usp39_Ahnak,Usp39,Ahnak,up
Fbxo11_Vma21,Fbxo11,Vma21,none
Trappc8_Ccl4,Trappc8,Ccl4,none
Nckap1l_Oasl1,Nckap1l,Oasl1,none
Pik3c3_E230013L22Rik,Pik3c3,E230013L22Rik,none
Ppp6c_Smim19,Ppp6c,Smim19,none
Ticam2_Polr2g,Ticam2,Polr2g,down
Derl2_Creg1,Derl2,Creg1,none
Srsf10_Glrx,Srsf10,Glrx,down
Cct7_Saa3,Cct7,Saa3,down
Ppp6c_Prdx5,Ppp6c,Prdx5,down
Ticam2_Rapgef5,Ticam2,Rapgef5,up
Srsf7_Rab32,Srsf7,Rab32,down
Vps18_Sqstm1,Vps18,Sqstm1,up
Eftud2_Snhg4,Eftud2,Snhg4,up
Rps26_Cmpk2,Rps26,Cmpk2,up
Rab7_Ggta1,Rab7,Ggta1,up
Hsp90ab1_Aif1,Hsp90ab1,Aif1,none
Jak1_Kdm6b,Jak1,Kdm6b,none
Actr10_Slc25a4,Actr10,Slc25a4,none
Ric1_Slamf9,Ric1,Slamf9,down
Cog5_Fchsd2,Cog5,Fchsd2,none
Ap3b1_Ctsc,Ap3b1,Ctsc,down
Gspt1_Cd300a,Gspt1,Cd300a,up
Polr1f_Otud1,Polr1f,Otud1,up
Spop_Cip2a,Spop,Cip2a,none
Wtap_Clec4d,Wtap,Clec4d,up
Srcap_Gpnmb,Srcap,Gpnmb,none
Ss18_Gpr84,Ss18,Gpr84,none
Mcm4_S100a10,Mcm4,S100a10,none
Cd14_Polr2g,Cd14,Polr2g,down
Vps33a_Zfp330,Vps33a,Zfp330,none
Rpl4_Selenop,Rpl4,Selenop,none
Mbtps2_Fcrls,Mbtps2,Fcrls,none
Rps5_Ifih1,Rps5,Ifih1,up
Ctdnep1_Taf3,Ctdnep1,Taf3,none
Pik3r4_Gpnmb,Pik3r4,Gpnmb,up
Nelfcd_H3f3b,Nelfcd,H3f3b,up
Ints1_Rapgef5,Ints1,Rapgef5,none
Tnfaip3_Cd72,Tnfaip3,Cd72,down
Rnf40_Tasor,Rnf40,Tasor,none
Ccdc22_Fabp4,Ccdc22,Fabp4,up
Ap3b1_Clec4e,Ap3b1,Clec4e,none
Mcm4_Pbxip1,Mcm4,Pbxip1,none
Brd2_Igtp,Brd2,Igtp,up
Cog8_Ms4a6b,Cog8,Ms4a6b,down
Plrg1_Eif5,Plrg1,Eif5,none
Mta2_Hmox1,Mta2,Hmox1,down
Hsp90b1_Fzd1,Hsp90b1,Fzd1,none
Bap1_Cox6a2,Bap1,Cox6a2,none
Dhx15_Rnf128,Dhx15,Rnf128,up
Rbck1_Marcksl1,Rbck1,Marcksl1,down
Acin1_Gm21188,Acin1,Gm21188,down
Cd14_Heca,Cd14,Heca,none
Bloc1s1_Glrx,Bloc1s1,Glrx,down
Actl6a_3110083C13Rik,Actl6a,3110083C13Rik,none
Cmtr1_Vmp1,Cmtr1,Vmp1,none
Actl6a_Gpnmb,Actl6a,Gpnmb,up
Cct2_Pmepa1,Cct2,Pmepa1,none
Oxsr1_Npy,Oxsr1,Npy,up
Ippk_Anxa3,Ippk,Anxa3,down
Rragc_Sqstm1,Rragc,Sqstm1,up
Xpo1_Lgals3,Xpo1,Lgals3,none
Ctdspl2_Abca1,Ctdspl2,Abca1,none
Wnk1_Mt1,Wnk1,Mt1,up
Ptpn2_Iigp1,Ptpn2,Iigp1,up
Prpf40a_Pf4,Prpf40a,Pf4,none
Rpp21_Tax1bp1,Rpp21,Tax1bp1,none
Atxn7l3_Psma6,Atxn7l3,Psma6,none
Med20_H2-Q7,Med20,H2-Q7,up
Rpl10_Mms22l,Rpl10,Mms22l,none
Wdr1_Gnat3,Wdr1,Gnat3,none
Mta2_Ms4a4c,Mta2,Ms4a4c,none
Snx14_Gpr84,Snx14,Gpr84,none
Actr10_Fam111a,Actr10,Fam111a,none
Rbm14_Ccl9,Rbm14,Ccl9,none
Vps41_Acod1,Vps41,Acod1,none
Snx13_Pcdh7,Snx13,Pcdh7,none
Cmtr1_Gadd45g,Cmtr1,Gadd45g,up
Smg5_Timp2,Smg5,Timp2,none
Trappc8_Ift20,Trappc8,Ift20,up
Pfdn6_Cfp,Pfdn6,Cfp,none
Mafb_Cfb,Mafb,Cfb,up
Gins3_Arhgap10,Gins3,Arhgap10,down
Tmem258_Dnajc3,Tmem258,Dnajc3,up
Ddx5_Cd69,Ddx5,Cd69,none
Hsp90b1_Mki67,Hsp90b1,Mki67,none
Vps18_Sil1,Vps18,Sil1,none
Yrdc_Ccrl2,Yrdc,Ccrl2,none
Med25_Ckb,Med25,Ckb,none
Myd88_Il1b,Myd88,Il1b,down
Wnk1_Cd36,Wnk1,Cd36,up
Ash2l_Gpr84,Ash2l,Gpr84,down
Rps5_Marcks,Rps5,Marcks,up
Nelfa_C1qb,Nelfa,C1qb,none
Snx14_Ifi44,Snx14,Ifi44,none
Plrg1_Sv2a,Plrg1,Sv2a,none
Il10ra_Lima1,Il10ra,Lima1,none
Rhoa_Pou3f1,Rhoa,Pou3f1,none
Qars_Il18bp,Qars,Il18bp,none
Ctdnep1_Ifit3b,Ctdnep1,Ifit3b,none
Snrnp70_Tlr1,Snrnp70,Tlr1,down
Ccdc22_Hsp90ab1,Ccdc22,Hsp90ab1,none
Med29_Aif1,Med29,Aif1,none
Tnfaip3_Uchl1,Tnfaip3,Uchl1,none
Hspa4_Mmp9,Hspa4,Mmp9,none
Meaf6_Ms4a4c,Meaf6,Ms4a4c,down
Rpl4_Creg1,Rpl4,Creg1,none
Il10ra_Cotl1,Il10ra,Cotl1,none
Rpl4_Cmpk2,Rpl4,Cmpk2,up
Ptpn11_C1qb,Ptpn11,C1qb,none
Pik3c3_Snx5,Pik3c3,Snx5,none
Ptpn2_Calhm6,Ptpn2,Calhm6,up
Gosr2_Gpr84,Gosr2,Gpr84,none
Yrdc_Actb,Yrdc,Actb,down
Spop_Pf4,Spop,Pf4,up
Rbbp6_Ceacam16,Rbbp6,Ceacam16,none
Cul3_Trim30c,Cul3,Trim30c,none
Pafah1b1_Tmem176b,Pafah1b1,Tmem176b,none
Tut1_Acod1,Tut1,Acod1,down
Pik3c3_Clec4e,Pik3c3,Clec4e,none
Acin1_Hmgb2,Acin1,Hmgb2,none
Mnt_Nampt,Mnt,Nampt,none
Rptor_Selenow,Rptor,Selenow,none
Prpf6_Arfgef2,Prpf6,Arfgef2,up
Ash2l_Tuba1c,Ash2l,Tuba1c,none
Atxn7l3_Lmo2,Atxn7l3,Lmo2,none
Ehmt2_Pdia3,Ehmt2,Pdia3,none
Trem2_Pcdh7,Trem2,Pcdh7,none
Hsp90b1_Pdia3,Hsp90b1,Pdia3,up
Srcap_Kitl,Srcap,Kitl,up
Hsp90ab1_Gtf2a1,Hsp90ab1,Gtf2a1,up
Uxt_Polr2a,Uxt,Polr2a,up
Taf5l_Clec4e,Taf5l,Clec4e,none
Nop16_Gbp8,Nop16,Gbp8,up
Rab7_Odc1,Rab7,Odc1,none
Tcp1_C920021L13Rik,Tcp1,C920021L13Rik,none
Gspt1_Lgals1,Gspt1,Lgals1,none
Jtb_Bcl2a1d,Jtb,Bcl2a1d,none
Elavl1_Cd48,Elavl1,Cd48,none
Nfkbiz_Creg1,Nfkbiz,Creg1,none
Ddx5_Noct,Ddx5,Noct,up
Cpsf4_Saa3,Cpsf4,Saa3,down
Actl6a_Mt1,Actl6a,Mt1,none
Stk11_Ms4a4c,Stk11,Ms4a4c,none
Oxsr1_Gbp6,Oxsr1,Gbp6,down
Tnfaip3_Cxcl2,Tnfaip3,Cxcl2,up
Wdr5_Gm16133,Wdr5,Gm16133,none
Cbll1_Plaur,Cbll1,Plaur,none
Mapk14_Hmox1,Mapk14,Hmox1,down
Tbk1_Emp3,Tbk1,Emp3,none
Klf6_Coro2a,Klf6,Coro2a,down
Lamtor2_Rap2a,Lamtor2,Rap2a,up
Ddost_Dnajc3,Ddost,Dnajc3,up
Mbtps2_Gm57462,Mbtps2,Gm57462,none
Cog3_Ccl7,Cog3,Ccl7,none
Atp6v1b2_Gm57159,Atp6v1b2,Gm57159,none
Cog3_S100a10,Cog3,S100a10,none
Traf6_Hmox1,Traf6,Hmox1,down
Ss18_Pdrg1,Ss18,Pdrg1,none
Mtor_Cd44,Mtor,Cd44,none
Smc3_Serpinb6b,Smc3,Serpinb6b,none
Ddx5_Tpi1,Ddx5,Tpi1,none
Ddx5_Tmem51,Ddx5,Tmem51,none
Cog8_Selenow,Cog8,Selenow,down
Mcm4_Tlr3,Mcm4,Tlr3,none
Cog3_Cd36,Cog3,Cd36,none
Srsf10_Sec11c,Srsf10,Sec11c,down
Actr10_Pilra,Actr10,Pilra,down
Qars_Krtcap2,Qars,Krtcap2,up
Nfkbiz_Serp1,Nfkbiz,Serp1,down
Csnk1a1_Cotl1,Csnk1a1,Cotl1,none
Sptssa_Cd69,Sptssa,Cd69,none
Sec63_Coro2a,Sec63,Coro2a,none
Dda1_Plekha3,Dda1,Plekha3,up
Mms22l_Sqstm1,Mms22l,Sqstm1,none
Chmp5_Akr1a1,Chmp5,Akr1a1,up
Nckap1l_Cd200r1,Nckap1l,Cd200r1,up
Rab7_Cd69,Rab7,Cd69,up
Bloc1s1_Gpnmb,Bloc1s1,Gpnmb,up
Strap_Ckb,Strap,Ckb,down
Dhx15_Marcksl1,Dhx15,Marcksl1,none
Med29_Rsad2,Med29,Rsad2,down
Tut1_Pcdh17,Tut1,Pcdh17,none
Ube2h_Polr2a,Ube2h,Polr2a,none
Trappc8_Doc2g,Trappc8,Doc2g,none
Zbtb17_Pld4,Zbtb17,Pld4,down
Cop1_Evi5,Cop1,Evi5,none
Pdcd10_Ccl9,Pdcd10,Ccl9,down
Hsp90b1_Lipa,Hsp90b1,Lipa,up
Virma_Psma6,Virma,Psma6,down
Ube4b_Ube4b,Ube4b,Ube4b,down
Vps39_Pcna,Vps39,Pcna,none
Prpf6_Vegfa,Prpf6,Vegfa,none
Ss18_Alox5ap,Ss18,Alox5ap,none
Rps3_Ifih1,Rps3,Ifih1,up
Tnpo3_Fap,Tnpo3,Fap,none
Rela_Swap70,Rela,Swap70,up
Tyk2_Catsper2,Tyk2,Catsper2,none
Rpl35_S100a11,Rpl35,S100a11,none
Zbtb17_Ckb,Zbtb17,Ckb,down
Yy1_C1qb,Yy1,C1qb,down
Ap3b1_Creld2,Ap3b1,Creld2,none
Bloc1s1_Myo1e,Bloc1s1,Myo1e,none
Stk11_Polr2a,Stk11,Polr2a,none
Wnk1_Dcun1d1,Wnk1,Dcun1d1,none
Atxn7l3_Il1rn,Atxn7l3,Il1rn,none
Cct7_Tspan3,Cct7,Tspan3,none
Zfp710_Tmem51,Zfp710,Tmem51,up
Cop1_Trappc9,Cop1,Trappc9,none
Ptpa_Tnfsf15,Ptpa,Tnfsf15,none
Mms22l_Kars,Mms22l,Kars,up
Atp6v1e1_Gm20682,Atp6v1e1,Gm20682,none
Rbck1_Plxdc2,Rbck1,Plxdc2,none
Ppp6c_5430402O13Rik,Ppp6c,5430402O13Rik,none
Fermt3_Slamf9,Fermt3,Slamf9,down
Jtb_Cxcl1,Jtb,Cxcl1,up
Setd2_Gpnmb,Setd2,Gpnmb,none
Dda1_Timp2,Dda1,Timp2,none
Wdr1_Mettl25,Wdr1,Mettl25,none
Rragc_Hipk2,Rragc,Hipk2,none
Orc4_Gbp8,Orc4,Gbp8,up
Ippk_Btg1,Ippk,Btg1,none
Wdr43_Spryd7,Wdr43,Spryd7,up
Rab7_Xpo1,Rab7,Xpo1,none
Cdc123_Cox6a2,Cdc123,Cox6a2,up
Chmp3_Slamf9,Chmp3,Slamf9,none
Pafah1b1_Etv3,Pafah1b1,Etv3,up
Ddx6_Asns,Ddx6,Asns,none
Nfyc_Sqstm1,Nfyc,Sqstm1,none
Rpn2_Mcm2,Rpn2,Mcm2,none
Nelfcd_Hsp90ab1,Nelfcd,Hsp90ab1,down
Pfdn6_Polr2a,Pfdn6,Polr2a,up
Ddx41_Rnaseh2a,Ddx41,Rnaseh2a,none
Nfkbiz_Rapgef5,Nfkbiz,Rapgef5,down
Rps19_Cd9,Rps19,Cd9,down
Prpf40a_Cd300c2,Prpf40a,Cd300c2,up
Adnp_Morrbid,Adnp,Morrbid,up
Gins3_Cotl1,Gins3,Cotl1,none
Tmem258_Calr,Tmem258,Calr,up
Mafb_Bst1,Mafb,Bst1,up
Rack1_Ccrl2,Rack1,Ccrl2,up
Stag2_Gm1673,Stag2,Gm1673,none
Tnpo3_Mmp12,Tnpo3,Mmp12,up
Wdr1_Dscam,Wdr1,Dscam,none
Bloc1s1_Fpr2,Bloc1s1,Fpr2,none
Nob1_Serpinb6a,Nob1,Serpinb6a,none
Rbbp6_AU020206,Rbbp6,AU020206,up
Runx1_Cxcl2,Runx1,Cxcl2,none
Bap1_Il1rn,Bap1,Il1rn,down
Psmd4_Smpdl3a,Psmd4,Smpdl3a,up
Pias1_Lgals3,Pias1,Lgals3,none
Rb1cc1_Cd72,Rb1cc1,Cd72,down
Uxt_Hmox1,Uxt,Hmox1,down
Gins3_Cd36,Gins3,Cd36,none
Junb_Alox5ap,Junb,Alox5ap,none
Trem2_Acod1,Trem2,Acod1,none
Gtf2a2_Polr2a,Gtf2a2,Polr2a,up
Sec63_Zfp422,Sec63,Zfp422,none
Actr10_S100a10,Actr10,S100a10,none
Dpm3_Dnajc3,Dpm3,Dnajc3,up
Cdc123_Cyb5r1,Cdc123,Cyb5r1,up
Eftud2_2810001A02Rik,Eftud2,2810001A02Rik,up
Orc4_Manf,Orc4,Manf,none
Gpn2_Irgm1,Gpn2,Irgm1,none
Slc33a1_Ahnak,Slc33a1,Ahnak,none
Sec62_Evi5,Sec62,Evi5,up
Nckap1l_Hilpda,Nckap1l,Hilpda,none
Dad1_Calr,Dad1,Calr,up
Klf6_Anxa2,Klf6,Anxa2,down
Prpf6_1110038B12Rik,Prpf6,1110038B12Rik,none
Snx14_Timp2,Snx14,Timp2,up
Zfp710_Ccdc25,Zfp710,Ccdc25,none
Ube4b_Ccr5,Ube4b,Ccr5,up
Smg5_Shox2,Smg5,Shox2,none
Chmp5_Rin2,Chmp5,Rin2,none
Mcm4_1110038B12Rik,Mcm4,1110038B12Rik,none
Atp6v1e1_Cxcl2,Atp6v1e1,Cxcl2,up
Rpn2_Tubb4b,Rpn2,Tubb4b,none
Ikbkb_Bcl2a1d,Ikbkb,Bcl2a1d,down
Wtap_Cd9,Wtap,Cd9,up
Nfkbiz_Mtdh,Nfkbiz,Mtdh,down
Ss18_Cxcl14,Ss18,Cxcl14,up
Tyk2_Alms1,Tyk2,Alms1,none
Ash2l_Sat1,Ash2l,Sat1,up
Vps33a_Selenow,Vps33a,Selenow,down
Orc4_Slc6a8,Orc4,Slc6a8,up
Atp6v1a_Abhd14a,Atp6v1a,Abhd14a,none
Ddx5_Vat1,Ddx5,Vat1,none
Ric1_Sqstm1,Ric1,Sqstm1,up
Orc4_Oser1,Orc4,Oser1,none
Rragc_Syngr1,Rragc,Syngr1,up
Mafb_Cd44,Mafb,Cd44,none
Cdkn1a_Prc1,Cdkn1a,Prc1,up
Mapk14_Acadl,Mapk14,Acadl,none
Nop16_Cd69,Nop16,Cd69,up
Snrnp27_Mt1,Snrnp27,Mt1,up
Ddx6_Csf3r,Ddx6,Csf3r,none
Ddx6_Ahnak,Ddx6,Ahnak,none
Gspt1_Brd2,Gspt1,Brd2,none
Tyk2_Stx1a,Tyk2,Stx1a,none
Tnfrsf1a_Cd300lb,Tnfrsf1a,Cd300lb,up
Srsf7_Clec4e,Srsf7,Clec4e,down
Ddx5_Ccnd1,Ddx5,Ccnd1,none
Rb1cc1_Trib3,Rb1cc1,Trib3,none
Gins3_Tlr1,Gins3,Tlr1,none
Msto1_Bcl6,Msto1,Bcl6,up
Spout1_Cd44,Spout1,Cd44,up
Derl2_Aif1,Derl2,Aif1,none
Dcaf13_Sqstm1,Dcaf13,Sqstm1,none
Atxn7l3_Akr1a1,Atxn7l3,Akr1a1,none
Mideas_Ak4,Mideas,Ak4,none
Ndc80_Fcgr2b,Ndc80,Fcgr2b,down
Myd88_Lrrc25,Myd88,Lrrc25,down
Nelfb_Cd69,Nelfb,Cd69,none
Mau2_Trem2,Mau2,Trem2,up
Tnfaip3_Ctsl,Tnfaip3,Ctsl,none
Ippk_Tasl,Ippk,Tasl,up
Nelfb_Utp14b,Nelfb,Utp14b,none
Wdr5_Sat1,Wdr5,Sat1,up
Trappc8_Trem2,Trappc8,Trem2,none
Rtf1_Slamf7,Rtf1,Slamf7,none
Tmem258_Ifitm6,Tmem258,Ifitm6,none
Ddost_Ddit3,Ddost,Ddit3,up
Tmem258_Cd69,Tmem258,Cd69,none
Ddx5_Fxyd2,Ddx5,Fxyd2,up
Adnp_Lgals3,Adnp,Lgals3,down
Mapk14_Pilra,Mapk14,Pilra,none
Tnpo3_Cd84,Tnpo3,Cd84,none
Hyou1_Ifit2,Hyou1,Ifit2,none
Gpn2_Mmp12,Gpn2,Mmp12,none
Ddx41_Lmna,Ddx41,Lmna,up
Fbxo11_Gngt2,Fbxo11,Gngt2,up
Gosr2_Gm20703,Gosr2,Gm20703,none
Ctdspl2_Ppp1r10,Ctdspl2,Ppp1r10,none
Il10ra_Cxcl2,Il10ra,Cxcl2,up
Med29_Folr2,Med29,Folr2,none
Pik3c3_Creg1,Pik3c3,Creg1,up
Ippk_Dock10,Ippk,Dock10,none
Nfyc_Lgals1,Nfyc,Lgals1,down
Pafah1b1_Aopep,Pafah1b1,Aopep,none
Rps26_Cd36,Rps26,Cd36,up
Fermt3_Ctsl,Fermt3,Ctsl,up
Prpf40a_Cd48,Prpf40a,Cd48,down
Stk11_Ern1,Stk11,Ern1,none
Ube4b_Tspan13,Ube4b,Tspan13,up
Cct5_Vegfa,Cct5,Vegfa,none
Snapc3_Hspa1b,Snapc3,Hspa1b,none
Meaf6_S100a6,Meaf6,S100a6,down
Rack1_Trem2,Rack1,Trem2,up
